ID,labels,split,img_dir
01424078.jpg,SNE,phase2_train,phase2/train
01424079.jpg,SNE,phase2_train,phase2/train
01424080.jpg,SNE,phase2_train,phase2/train
01424081.jpg,SNE,phase2_train,phase2/train
01424082.jpg,SNE,phase2_train,phase2/train
01424083.jpg,SNE,phase2_train,phase2/train
01424084.jpg,SNE,phase2_train,phase2/train
01424085.jpg,SNE,phase2_train,phase2/train
01424086.jpg,SNE,phase2_train,phase2/train
01424087.jpg,SNE,phase2_train,phase2/train
01424088.jpg,SNE,phase2_train,phase2/train
01424089.jpg,SNE,phase2_train,phase2/train
01424090.jpg,SNE,phase2_train,phase2/train
01424091.jpg,SNE,phase2_train,phase2/train
01424092.jpg,SNE,phase2_train,phase2/train
01424093.jpg,SNE,phase2_train,phase2/train
01424094.jpg,SNE,phase2_train,phase2/train
01424095.jpg,SNE,phase2_train,phase2/train
01424096.jpg,SNE,phase2_train,phase2/train
01424097.jpg,SNE,phase2_train,phase2/train
01424098.jpg,SNE,phase2_train,phase2/train
01424099.jpg,SNE,phase2_train,phase2/train
01424100.jpg,SNE,phase2_train,phase2/train
01424101.jpg,SNE,phase2_train,phase2/train
01424102.jpg,SNE,phase2_train,phase2/train
01424103.jpg,SNE,phase2_train,phase2/train
01424104.jpg,SNE,phase2_train,phase2/train
01424105.jpg,SNE,phase2_train,phase2/train
01424106.jpg,SNE,phase2_train,phase2/train
01424107.jpg,SNE,phase2_train,phase2/train
01424108.jpg,SNE,phase2_train,phase2/train
01424109.jpg,SNE,phase2_train,phase2/train
01424110.jpg,SNE,phase2_train,phase2/train
01424111.jpg,SNE,phase2_train,phase2/train
01424112.jpg,SNE,phase2_train,phase2/train
01424113.jpg,SNE,phase2_train,phase2/train
01424114.jpg,SNE,phase2_train,phase2/train
01424115.jpg,SNE,phase2_train,phase2/train
01424116.jpg,SNE,phase2_train,phase2/train
01424117.jpg,SNE,phase2_train,phase2/train
01424118.jpg,SNE,phase2_train,phase2/train
01424119.jpg,SNE,phase2_train,phase2/train
01424120.jpg,SNE,phase2_train,phase2/train
01424121.jpg,SNE,phase2_train,phase2/train
01424122.jpg,SNE,phase2_train,phase2/train
01424123.jpg,SNE,phase2_train,phase2/train
01424124.jpg,VLY,phase2_train,phase2/train
01424125.jpg,VLY,phase2_train,phase2/train
01424126.jpg,VLY,phase2_train,phase2/train
01424127.jpg,VLY,phase2_train,phase2/train
01424128.jpg,BA,phase2_train,phase2/train
01424129.jpg,BNE,phase2_train,phase2/train
01424130.jpg,LY,phase2_train,phase2/train
01424131.jpg,LY,phase2_train,phase2/train
01424132.jpg,LY,phase2_train,phase2/train
01424133.jpg,LY,phase2_train,phase2/train
01424134.jpg,LY,phase2_train,phase2/train
01424135.jpg,LY,phase2_train,phase2/train
01424136.jpg,LY,phase2_train,phase2/train
01424137.jpg,LY,phase2_train,phase2/train
01424138.jpg,LY,phase2_train,phase2/train
01424139.jpg,LY,phase2_train,phase2/train
01424140.jpg,LY,phase2_train,phase2/train
01424141.jpg,LY,phase2_train,phase2/train
01424142.jpg,LY,phase2_train,phase2/train
01424143.jpg,LY,phase2_train,phase2/train
01424144.jpg,LY,phase2_train,phase2/train
01424145.jpg,LY,phase2_train,phase2/train
01424146.jpg,LY,phase2_train,phase2/train
01424147.jpg,LY,phase2_train,phase2/train
01424148.jpg,LY,phase2_train,phase2/train
01424149.jpg,LY,phase2_train,phase2/train
01424150.jpg,LY,phase2_train,phase2/train
01424151.jpg,LY,phase2_train,phase2/train
01424152.jpg,LY,phase2_train,phase2/train
01424153.jpg,LY,phase2_train,phase2/train
01424154.jpg,LY,phase2_train,phase2/train
01424155.jpg,LY,phase2_train,phase2/train
01424156.jpg,LY,phase2_train,phase2/train
01424157.jpg,LY,phase2_train,phase2/train
01424158.jpg,LY,phase2_train,phase2/train
01424159.jpg,LY,phase2_train,phase2/train
01424160.jpg,LY,phase2_train,phase2/train
01424161.jpg,LY,phase2_train,phase2/train
01424162.jpg,LY,phase2_train,phase2/train
01424163.jpg,LY,phase2_train,phase2/train
01424164.jpg,LY,phase2_train,phase2/train
01424165.jpg,LY,phase2_train,phase2/train
01424166.jpg,LY,phase2_train,phase2/train
01424167.jpg,LY,phase2_train,phase2/train
01424168.jpg,LY,phase2_train,phase2/train
01424169.jpg,LY,phase2_train,phase2/train
01424170.jpg,MO,phase2_train,phase2/train
01424171.jpg,MO,phase2_train,phase2/train
01424172.jpg,MO,phase2_train,phase2/train
01424173.jpg,MO,phase2_train,phase2/train
01424174.jpg,MO,phase2_train,phase2/train
01424175.jpg,MO,phase2_train,phase2/train
01424176.jpg,MO,phase2_train,phase2/train
01424177.jpg,MO,phase2_train,phase2/train
01424178.jpg,MO,phase2_train,phase2/train
01424179.jpg,MO,phase2_train,phase2/train
01424180.jpg,MO,phase2_train,phase2/train
01424181.jpg,MO,phase2_train,phase2/train
01424182.jpg,MO,phase2_train,phase2/train
01424183.jpg,MO,phase2_train,phase2/train
01424184.jpg,MO,phase2_train,phase2/train
01424185.jpg,MO,phase2_train,phase2/train
01424186.jpg,MO,phase2_train,phase2/train
01424187.jpg,MO,phase2_train,phase2/train
01424188.jpg,MO,phase2_train,phase2/train
01424189.jpg,MO,phase2_train,phase2/train
01424190.jpg,MO,phase2_train,phase2/train
01424191.jpg,MO,phase2_train,phase2/train
01424192.jpg,MO,phase2_train,phase2/train
01424193.jpg,MO,phase2_train,phase2/train
01424194.jpg,MO,phase2_train,phase2/train
01424195.jpg,LY,phase2_train,phase2/train
01424196.jpg,MO,phase2_train,phase2/train
01424197.jpg,MO,phase2_train,phase2/train
01424198.jpg,MY,phase2_train,phase2/train
01424199.jpg,SNE,phase2_train,phase2/train
01424200.jpg,SNE,phase2_train,phase2/train
01424201.jpg,SNE,phase2_train,phase2/train
01424202.jpg,SNE,phase2_train,phase2/train
01424203.jpg,SNE,phase2_train,phase2/train
01424204.jpg,SNE,phase2_train,phase2/train
01424205.jpg,SNE,phase2_train,phase2/train
01424206.jpg,SNE,phase2_train,phase2/train
01424207.jpg,SNE,phase2_train,phase2/train
01424208.jpg,SNE,phase2_train,phase2/train
01424209.jpg,SNE,phase2_train,phase2/train
01424210.jpg,SNE,phase2_train,phase2/train
01424211.jpg,SNE,phase2_train,phase2/train
01424212.jpg,SNE,phase2_train,phase2/train
01424213.jpg,SNE,phase2_train,phase2/train
01424214.jpg,SNE,phase2_train,phase2/train
01424215.jpg,SNE,phase2_train,phase2/train
01424216.jpg,SNE,phase2_train,phase2/train
01424217.jpg,SNE,phase2_train,phase2/train
01424218.jpg,SNE,phase2_train,phase2/train
01424219.jpg,SNE,phase2_train,phase2/train
01424220.jpg,SNE,phase2_train,phase2/train
01424221.jpg,BNE,phase2_train,phase2/train
01424222.jpg,SNE,phase2_train,phase2/train
01424223.jpg,SNE,phase2_train,phase2/train
01424224.jpg,SNE,phase2_train,phase2/train
01424225.jpg,SNE,phase2_train,phase2/train
01424226.jpg,SNE,phase2_train,phase2/train
01424227.jpg,SNE,phase2_train,phase2/train
01424228.jpg,SNE,phase2_train,phase2/train
01424229.jpg,SNE,phase2_train,phase2/train
01424230.jpg,SNE,phase2_train,phase2/train
01424231.jpg,SNE,phase2_train,phase2/train
01424232.jpg,SNE,phase2_train,phase2/train
01424233.jpg,SNE,phase2_train,phase2/train
01424234.jpg,BNE,phase2_train,phase2/train
01424235.jpg,SNE,phase2_train,phase2/train
01424236.jpg,SNE,phase2_train,phase2/train
01424237.jpg,VLY,phase2_train,phase2/train
01424238.jpg,VLY,phase2_train,phase2/train
01424239.jpg,VLY,phase2_train,phase2/train
01424240.jpg,BL,phase2_train,phase2/train
01424241.jpg,BL,phase2_train,phase2/train
01424242.jpg,BL,phase2_train,phase2/train
01424243.jpg,BL,phase2_train,phase2/train
01424244.jpg,BL,phase2_train,phase2/train
01424245.jpg,BL,phase2_train,phase2/train
01424246.jpg,BL,phase2_train,phase2/train
01424247.jpg,BL,phase2_train,phase2/train
01424248.jpg,BL,phase2_train,phase2/train
01424249.jpg,BL,phase2_train,phase2/train
01424250.jpg,BL,phase2_train,phase2/train
01424251.jpg,BL,phase2_train,phase2/train
01424252.jpg,BL,phase2_train,phase2/train
01424253.jpg,BL,phase2_train,phase2/train
01424254.jpg,BL,phase2_train,phase2/train
01424255.jpg,BL,phase2_train,phase2/train
01424256.jpg,BL,phase2_train,phase2/train
01424257.jpg,BL,phase2_train,phase2/train
01424258.jpg,BL,phase2_train,phase2/train
01424259.jpg,BL,phase2_train,phase2/train
01424260.jpg,BL,phase2_train,phase2/train
01424261.jpg,BL,phase2_train,phase2/train
01424262.jpg,BL,phase2_train,phase2/train
01424263.jpg,BL,phase2_train,phase2/train
01424264.jpg,BL,phase2_train,phase2/train
01424265.jpg,BL,phase2_train,phase2/train
01424266.jpg,BL,phase2_train,phase2/train
01424267.jpg,BL,phase2_train,phase2/train
01424268.jpg,BL,phase2_train,phase2/train
01424269.jpg,BL,phase2_train,phase2/train
01424270.jpg,BL,phase2_train,phase2/train
01424271.jpg,BL,phase2_train,phase2/train
01424272.jpg,BL,phase2_train,phase2/train
01424273.jpg,BL,phase2_train,phase2/train
01424274.jpg,BL,phase2_train,phase2/train
01424275.jpg,BL,phase2_train,phase2/train
01424276.jpg,BL,phase2_train,phase2/train
01424277.jpg,BL,phase2_train,phase2/train
01424278.jpg,BL,phase2_train,phase2/train
01424279.jpg,BL,phase2_train,phase2/train
01424280.jpg,BL,phase2_train,phase2/train
01424281.jpg,BL,phase2_train,phase2/train
01424282.jpg,BL,phase2_train,phase2/train
01424283.jpg,BL,phase2_train,phase2/train
01424284.jpg,BL,phase2_train,phase2/train
01424285.jpg,BL,phase2_train,phase2/train
01424286.jpg,BL,phase2_train,phase2/train
01424287.jpg,BL,phase2_train,phase2/train
01424288.jpg,BL,phase2_train,phase2/train
01424289.jpg,BL,phase2_train,phase2/train
01424290.jpg,BL,phase2_train,phase2/train
01424291.jpg,BL,phase2_train,phase2/train
01424292.jpg,BL,phase2_train,phase2/train
01424293.jpg,BL,phase2_train,phase2/train
01424294.jpg,BL,phase2_train,phase2/train
01424295.jpg,BL,phase2_train,phase2/train
01424296.jpg,BL,phase2_train,phase2/train
01424297.jpg,BL,phase2_train,phase2/train
01424298.jpg,BL,phase2_train,phase2/train
01424299.jpg,BL,phase2_train,phase2/train
01424300.jpg,BL,phase2_train,phase2/train
01424301.jpg,BL,phase2_train,phase2/train
01424302.jpg,BL,phase2_train,phase2/train
01424303.jpg,BL,phase2_train,phase2/train
01424304.jpg,BL,phase2_train,phase2/train
01424305.jpg,BL,phase2_train,phase2/train
01424306.jpg,BL,phase2_train,phase2/train
01424307.jpg,BL,phase2_train,phase2/train
01424308.jpg,BL,phase2_train,phase2/train
01424309.jpg,BL,phase2_train,phase2/train
01424310.jpg,BL,phase2_train,phase2/train
01424311.jpg,BL,phase2_train,phase2/train
01424312.jpg,BL,phase2_train,phase2/train
01424313.jpg,BL,phase2_train,phase2/train
01424314.jpg,LY,phase2_train,phase2/train
01424315.jpg,LY,phase2_train,phase2/train
01424316.jpg,LY,phase2_train,phase2/train
01424317.jpg,LY,phase2_train,phase2/train
01424318.jpg,LY,phase2_train,phase2/train
01424319.jpg,PMY,phase2_train,phase2/train
01424320.jpg,SNE,phase2_train,phase2/train
01424321.jpg,SNE,phase2_train,phase2/train
01424322.jpg,SNE,phase2_train,phase2/train
01424323.jpg,SNE,phase2_train,phase2/train
01424324.jpg,SNE,phase2_train,phase2/train
01424325.jpg,SNE,phase2_train,phase2/train
01424326.jpg,SNE,phase2_train,phase2/train
01424327.jpg,SNE,phase2_train,phase2/train
01424328.jpg,SNE,phase2_train,phase2/train
01424329.jpg,SNE,phase2_train,phase2/train
01424330.jpg,MMY,phase2_train,phase2/train
01424331.jpg,SNE,phase2_train,phase2/train
01424332.jpg,SNE,phase2_train,phase2/train
01424333.jpg,SNE,phase2_train,phase2/train
01424334.jpg,BA,phase2_train,phase2/train
01424335.jpg,LY,phase2_train,phase2/train
01424336.jpg,LY,phase2_train,phase2/train
01424337.jpg,LY,phase2_train,phase2/train
01424338.jpg,LY,phase2_train,phase2/train
01424339.jpg,LY,phase2_train,phase2/train
01424340.jpg,LY,phase2_train,phase2/train
01424341.jpg,LY,phase2_train,phase2/train
01424342.jpg,LY,phase2_train,phase2/train
01424343.jpg,LY,phase2_train,phase2/train
01424344.jpg,LY,phase2_train,phase2/train
01424345.jpg,LY,phase2_train,phase2/train
01424346.jpg,LY,phase2_train,phase2/train
01424347.jpg,LY,phase2_train,phase2/train
01424348.jpg,LY,phase2_train,phase2/train
01424349.jpg,LY,phase2_train,phase2/train
01424350.jpg,LY,phase2_train,phase2/train
01424351.jpg,LY,phase2_train,phase2/train
01424352.jpg,LY,phase2_train,phase2/train
01424353.jpg,MO,phase2_train,phase2/train
01424354.jpg,MO,phase2_train,phase2/train
01424355.jpg,MO,phase2_train,phase2/train
01424356.jpg,MO,phase2_train,phase2/train
01424357.jpg,MO,phase2_train,phase2/train
01424358.jpg,MO,phase2_train,phase2/train
01424359.jpg,MO,phase2_train,phase2/train
01424360.jpg,MO,phase2_train,phase2/train
01424361.jpg,MO,phase2_train,phase2/train
01424362.jpg,MO,phase2_train,phase2/train
01424363.jpg,MO,phase2_train,phase2/train
01424364.jpg,MO,phase2_train,phase2/train
01424365.jpg,MO,phase2_train,phase2/train
01424366.jpg,SNE,phase2_train,phase2/train
01424367.jpg,SNE,phase2_train,phase2/train
01424368.jpg,SNE,phase2_train,phase2/train
01424369.jpg,SNE,phase2_train,phase2/train
01424370.jpg,SNE,phase2_train,phase2/train
01424371.jpg,SNE,phase2_train,phase2/train
01424372.jpg,SNE,phase2_train,phase2/train
01424373.jpg,SNE,phase2_train,phase2/train
01424374.jpg,SNE,phase2_train,phase2/train
01424375.jpg,SNE,phase2_train,phase2/train
01424376.jpg,SNE,phase2_train,phase2/train
01424377.jpg,SNE,phase2_train,phase2/train
01424378.jpg,SNE,phase2_train,phase2/train
01424379.jpg,SNE,phase2_train,phase2/train
01424380.jpg,SNE,phase2_train,phase2/train
01424381.jpg,SNE,phase2_train,phase2/train
01424382.jpg,SNE,phase2_train,phase2/train
01424383.jpg,SNE,phase2_train,phase2/train
01424384.jpg,SNE,phase2_train,phase2/train
01424385.jpg,SNE,phase2_train,phase2/train
01424386.jpg,SNE,phase2_train,phase2/train
01424387.jpg,SNE,phase2_train,phase2/train
01424388.jpg,SNE,phase2_train,phase2/train
01424389.jpg,SNE,phase2_train,phase2/train
01424390.jpg,SNE,phase2_train,phase2/train
01424391.jpg,SNE,phase2_train,phase2/train
01424392.jpg,SNE,phase2_train,phase2/train
01424393.jpg,SNE,phase2_train,phase2/train
01424394.jpg,SNE,phase2_train,phase2/train
01424395.jpg,SNE,phase2_train,phase2/train
01424396.jpg,SNE,phase2_train,phase2/train
01424397.jpg,SNE,phase2_train,phase2/train
01424398.jpg,SNE,phase2_train,phase2/train
01424399.jpg,SNE,phase2_train,phase2/train
01424400.jpg,SNE,phase2_train,phase2/train
01424401.jpg,SNE,phase2_train,phase2/train
01424402.jpg,SNE,phase2_train,phase2/train
01424403.jpg,SNE,phase2_train,phase2/train
01424404.jpg,SNE,phase2_train,phase2/train
01424405.jpg,SNE,phase2_train,phase2/train
01424406.jpg,SNE,phase2_train,phase2/train
01424407.jpg,SNE,phase2_train,phase2/train
01424408.jpg,SNE,phase2_train,phase2/train
01424409.jpg,SNE,phase2_train,phase2/train
01424410.jpg,SNE,phase2_train,phase2/train
01424411.jpg,SNE,phase2_train,phase2/train
01424412.jpg,SNE,phase2_train,phase2/train
01424413.jpg,SNE,phase2_train,phase2/train
01424414.jpg,SNE,phase2_train,phase2/train
01424415.jpg,SNE,phase2_train,phase2/train
01424416.jpg,SNE,phase2_train,phase2/train
01424417.jpg,SNE,phase2_train,phase2/train
01424418.jpg,SNE,phase2_train,phase2/train
01424419.jpg,SNE,phase2_train,phase2/train
01424420.jpg,SNE,phase2_train,phase2/train
01424421.jpg,SNE,phase2_train,phase2/train
01424422.jpg,SNE,phase2_train,phase2/train
01424423.jpg,SNE,phase2_train,phase2/train
01424424.jpg,SNE,phase2_train,phase2/train
01424425.jpg,SNE,phase2_train,phase2/train
01424426.jpg,SNE,phase2_train,phase2/train
01424427.jpg,SNE,phase2_train,phase2/train
01424428.jpg,SNE,phase2_train,phase2/train
01424429.jpg,SNE,phase2_train,phase2/train
01424430.jpg,SNE,phase2_train,phase2/train
01424431.jpg,SNE,phase2_train,phase2/train
01424432.jpg,SNE,phase2_train,phase2/train
01424433.jpg,SNE,phase2_train,phase2/train
01424434.jpg,SNE,phase2_train,phase2/train
01424435.jpg,SNE,phase2_train,phase2/train
01424436.jpg,SNE,phase2_train,phase2/train
01424437.jpg,SNE,phase2_train,phase2/train
01424438.jpg,SNE,phase2_train,phase2/train
01424439.jpg,SNE,phase2_train,phase2/train
01424440.jpg,SNE,phase2_train,phase2/train
01424441.jpg,SNE,phase2_train,phase2/train
01424442.jpg,SNE,phase2_train,phase2/train
01424443.jpg,SNE,phase2_train,phase2/train
01424444.jpg,VLY,phase2_train,phase2/train
01424445.jpg,VLY,phase2_train,phase2/train
01424446.jpg,VLY,phase2_train,phase2/train
01424447.jpg,BA,phase2_train,phase2/train
01424448.jpg,BL,phase2_train,phase2/train
01424449.jpg,PC,phase2_train,phase2/train
01424450.jpg,PC,phase2_train,phase2/train
01424451.jpg,PC,phase2_train,phase2/train
01424452.jpg,PC,phase2_train,phase2/train
01424453.jpg,BL,phase2_train,phase2/train
01424454.jpg,LY,phase2_train,phase2/train
01424455.jpg,LY,phase2_train,phase2/train
01424456.jpg,LY,phase2_train,phase2/train
01424457.jpg,LY,phase2_train,phase2/train
01424458.jpg,LY,phase2_train,phase2/train
01424459.jpg,LY,phase2_train,phase2/train
01424460.jpg,LY,phase2_train,phase2/train
01424461.jpg,LY,phase2_train,phase2/train
01424462.jpg,LY,phase2_train,phase2/train
01424463.jpg,LY,phase2_train,phase2/train
01424464.jpg,LY,phase2_train,phase2/train
01424465.jpg,LY,phase2_train,phase2/train
01424466.jpg,LY,phase2_train,phase2/train
01424467.jpg,LY,phase2_train,phase2/train
01424468.jpg,LY,phase2_train,phase2/train
01424469.jpg,LY,phase2_train,phase2/train
01424470.jpg,LY,phase2_train,phase2/train
01424471.jpg,LY,phase2_train,phase2/train
01424472.jpg,LY,phase2_train,phase2/train
01424473.jpg,LY,phase2_train,phase2/train
01424474.jpg,LY,phase2_train,phase2/train
01424475.jpg,LY,phase2_train,phase2/train
01424476.jpg,LY,phase2_train,phase2/train
01424477.jpg,LY,phase2_train,phase2/train
01424478.jpg,LY,phase2_train,phase2/train
01424479.jpg,LY,phase2_train,phase2/train
01424480.jpg,LY,phase2_train,phase2/train
01424481.jpg,LY,phase2_train,phase2/train
01424482.jpg,LY,phase2_train,phase2/train
01424483.jpg,LY,phase2_train,phase2/train
01424484.jpg,LY,phase2_train,phase2/train
01424485.jpg,LY,phase2_train,phase2/train
01424486.jpg,LY,phase2_train,phase2/train
01424487.jpg,LY,phase2_train,phase2/train
01424488.jpg,LY,phase2_train,phase2/train
01424489.jpg,LY,phase2_train,phase2/train
01424490.jpg,LY,phase2_train,phase2/train
01424491.jpg,LY,phase2_train,phase2/train
01424492.jpg,LY,phase2_train,phase2/train
01424493.jpg,LY,phase2_train,phase2/train
01424494.jpg,LY,phase2_train,phase2/train
01424495.jpg,LY,phase2_train,phase2/train
01424496.jpg,LY,phase2_train,phase2/train
01424497.jpg,LY,phase2_train,phase2/train
01424498.jpg,LY,phase2_train,phase2/train
01424499.jpg,LY,phase2_train,phase2/train
01424500.jpg,LY,phase2_train,phase2/train
01424501.jpg,LY,phase2_train,phase2/train
01424502.jpg,LY,phase2_train,phase2/train
01424503.jpg,LY,phase2_train,phase2/train
01424504.jpg,LY,phase2_train,phase2/train
01424505.jpg,LY,phase2_train,phase2/train
01424506.jpg,LY,phase2_train,phase2/train
01424507.jpg,LY,phase2_train,phase2/train
01424508.jpg,LY,phase2_train,phase2/train
01424509.jpg,LY,phase2_train,phase2/train
01424510.jpg,LY,phase2_train,phase2/train
01424511.jpg,LY,phase2_train,phase2/train
01424512.jpg,MMY,phase2_train,phase2/train
01424513.jpg,MO,phase2_train,phase2/train
01424514.jpg,LY,phase2_train,phase2/train
01424515.jpg,MO,phase2_train,phase2/train
01424516.jpg,MO,phase2_train,phase2/train
01424517.jpg,MO,phase2_train,phase2/train
01424518.jpg,MO,phase2_train,phase2/train
01424519.jpg,MO,phase2_train,phase2/train
01424520.jpg,MO,phase2_train,phase2/train
01424521.jpg,MY,phase2_train,phase2/train
01424522.jpg,PC,phase2_train,phase2/train
01424523.jpg,PC,phase2_train,phase2/train
01424524.jpg,PC,phase2_train,phase2/train
01424525.jpg,PC,phase2_train,phase2/train
01424526.jpg,PC,phase2_train,phase2/train
01424527.jpg,PC,phase2_train,phase2/train
01424528.jpg,PC,phase2_train,phase2/train
01424529.jpg,PC,phase2_train,phase2/train
01424530.jpg,PC,phase2_train,phase2/train
01424531.jpg,PC,phase2_train,phase2/train
01424532.jpg,PC,phase2_train,phase2/train
01424533.jpg,PC,phase2_train,phase2/train
01424534.jpg,PC,phase2_train,phase2/train
01424535.jpg,PC,phase2_train,phase2/train
01424536.jpg,PC,phase2_train,phase2/train
01424537.jpg,PC,phase2_train,phase2/train
01424538.jpg,PC,phase2_train,phase2/train
01424539.jpg,PC,phase2_train,phase2/train
01424540.jpg,PC,phase2_train,phase2/train
01424541.jpg,PC,phase2_train,phase2/train
01424542.jpg,PC,phase2_train,phase2/train
01424543.jpg,PC,phase2_train,phase2/train
01424544.jpg,PC,phase2_train,phase2/train
01424545.jpg,PC,phase2_train,phase2/train
01424546.jpg,PC,phase2_train,phase2/train
01424547.jpg,SNE,phase2_train,phase2/train
01424548.jpg,BNE,phase2_train,phase2/train
01424549.jpg,SNE,phase2_train,phase2/train
01424550.jpg,SNE,phase2_train,phase2/train
01424551.jpg,SNE,phase2_train,phase2/train
01424552.jpg,SNE,phase2_train,phase2/train
01424553.jpg,SNE,phase2_train,phase2/train
01424554.jpg,SNE,phase2_train,phase2/train
01424555.jpg,SNE,phase2_train,phase2/train
01424556.jpg,SNE,phase2_train,phase2/train
01424557.jpg,SNE,phase2_train,phase2/train
01424558.jpg,SNE,phase2_train,phase2/train
01424559.jpg,SNE,phase2_train,phase2/train
01424560.jpg,SNE,phase2_train,phase2/train
01424561.jpg,SNE,phase2_train,phase2/train
01424562.jpg,SNE,phase2_train,phase2/train
01424563.jpg,SNE,phase2_train,phase2/train
01424564.jpg,BNE,phase2_train,phase2/train
01424565.jpg,SNE,phase2_train,phase2/train
01424566.jpg,SNE,phase2_train,phase2/train
01424567.jpg,VLY,phase2_train,phase2/train
01424568.jpg,VLY,phase2_train,phase2/train
01424569.jpg,BA,phase2_train,phase2/train
01424570.jpg,BL,phase2_train,phase2/train
01424571.jpg,BL,phase2_train,phase2/train
01424572.jpg,BL,phase2_train,phase2/train
01424573.jpg,BL,phase2_train,phase2/train
01424574.jpg,BL,phase2_train,phase2/train
01424575.jpg,BL,phase2_train,phase2/train
01424576.jpg,BL,phase2_train,phase2/train
01424577.jpg,BL,phase2_train,phase2/train
01424578.jpg,BL,phase2_train,phase2/train
01424579.jpg,BL,phase2_train,phase2/train
01424580.jpg,BL,phase2_train,phase2/train
01424581.jpg,BL,phase2_train,phase2/train
01424582.jpg,LY,phase2_train,phase2/train
01424583.jpg,LY,phase2_train,phase2/train
01424584.jpg,LY,phase2_train,phase2/train
01424585.jpg,LY,phase2_train,phase2/train
01424586.jpg,LY,phase2_train,phase2/train
01424587.jpg,LY,phase2_train,phase2/train
01424588.jpg,LY,phase2_train,phase2/train
01424589.jpg,LY,phase2_train,phase2/train
01424590.jpg,LY,phase2_train,phase2/train
01424591.jpg,LY,phase2_train,phase2/train
01424592.jpg,LY,phase2_train,phase2/train
01424593.jpg,LY,phase2_train,phase2/train
01424594.jpg,LY,phase2_train,phase2/train
01424595.jpg,LY,phase2_train,phase2/train
01424596.jpg,LY,phase2_train,phase2/train
01424597.jpg,BL,phase2_train,phase2/train
01424598.jpg,LY,phase2_train,phase2/train
01424599.jpg,LY,phase2_train,phase2/train
01424600.jpg,LY,phase2_train,phase2/train
01424601.jpg,LY,phase2_train,phase2/train
01424602.jpg,LY,phase2_train,phase2/train
01424603.jpg,LY,phase2_train,phase2/train
01424604.jpg,LY,phase2_train,phase2/train
01424605.jpg,LY,phase2_train,phase2/train
01424606.jpg,LY,phase2_train,phase2/train
01424607.jpg,LY,phase2_train,phase2/train
01424608.jpg,LY,phase2_train,phase2/train
01424609.jpg,LY,phase2_train,phase2/train
01424610.jpg,LY,phase2_train,phase2/train
01424611.jpg,VLY,phase2_train,phase2/train
01424612.jpg,LY,phase2_train,phase2/train
01424613.jpg,LY,phase2_train,phase2/train
01424614.jpg,LY,phase2_train,phase2/train
01424615.jpg,LY,phase2_train,phase2/train
01424616.jpg,LY,phase2_train,phase2/train
01424617.jpg,LY,phase2_train,phase2/train
01424618.jpg,LY,phase2_train,phase2/train
01424619.jpg,LY,phase2_train,phase2/train
01424620.jpg,LY,phase2_train,phase2/train
01424621.jpg,LY,phase2_train,phase2/train
01424622.jpg,LY,phase2_train,phase2/train
01424623.jpg,LY,phase2_train,phase2/train
01424624.jpg,LY,phase2_train,phase2/train
01424625.jpg,LY,phase2_train,phase2/train
01424626.jpg,BL,phase2_train,phase2/train
01424627.jpg,LY,phase2_train,phase2/train
01424628.jpg,LY,phase2_train,phase2/train
01424629.jpg,LY,phase2_train,phase2/train
01424630.jpg,LY,phase2_train,phase2/train
01424631.jpg,LY,phase2_train,phase2/train
01424632.jpg,LY,phase2_train,phase2/train
01424633.jpg,LY,phase2_train,phase2/train
01424634.jpg,LY,phase2_train,phase2/train
01424635.jpg,LY,phase2_train,phase2/train
01424636.jpg,LY,phase2_train,phase2/train
01424637.jpg,LY,phase2_train,phase2/train
01424638.jpg,LY,phase2_train,phase2/train
01424639.jpg,LY,phase2_train,phase2/train
01424640.jpg,LY,phase2_train,phase2/train
01424641.jpg,LY,phase2_train,phase2/train
01424642.jpg,LY,phase2_train,phase2/train
01424643.jpg,LY,phase2_train,phase2/train
01424644.jpg,LY,phase2_train,phase2/train
01424645.jpg,LY,phase2_train,phase2/train
01424646.jpg,LY,phase2_train,phase2/train
01424647.jpg,LY,phase2_train,phase2/train
01424648.jpg,LY,phase2_train,phase2/train
01424649.jpg,LY,phase2_train,phase2/train
01424650.jpg,LY,phase2_train,phase2/train
01424651.jpg,LY,phase2_train,phase2/train
01424652.jpg,LY,phase2_train,phase2/train
01424653.jpg,LY,phase2_train,phase2/train
01424654.jpg,LY,phase2_train,phase2/train
01424655.jpg,LY,phase2_train,phase2/train
01424656.jpg,LY,phase2_train,phase2/train
01424657.jpg,BL,phase2_train,phase2/train
01424658.jpg,LY,phase2_train,phase2/train
01424659.jpg,LY,phase2_train,phase2/train
01424660.jpg,LY,phase2_train,phase2/train
01424661.jpg,LY,phase2_train,phase2/train
01424662.jpg,LY,phase2_train,phase2/train
01424663.jpg,LY,phase2_train,phase2/train
01424664.jpg,LY,phase2_train,phase2/train
01424665.jpg,LY,phase2_train,phase2/train
01424666.jpg,LY,phase2_train,phase2/train
01424667.jpg,BL,phase2_train,phase2/train
01424668.jpg,LY,phase2_train,phase2/train
01424669.jpg,LY,phase2_train,phase2/train
01424670.jpg,LY,phase2_train,phase2/train
01424671.jpg,VLY,phase2_train,phase2/train
01424672.jpg,LY,phase2_train,phase2/train
01424673.jpg,LY,phase2_train,phase2/train
01424674.jpg,BL,phase2_train,phase2/train
01424675.jpg,LY,phase2_train,phase2/train
